Topic,Grade,Original Question,Is Updated,Updated,Time Taken
Biology,Grade 12,"Question: Unscramble the words to form a valid statement about the process of cellular respiration.
Answers:
1. Glucose and oxygen are the reactants in cellular respiration.
2. Carbon dioxide and water are the products of cellular respiration.
Scrambled: [glucose] [and] [nitrogen] [respiration] [products] [.] [oxygen] [the] [carbon] [water] [of] [are] [cellular] [dioxide] [reactants]
Answers (formatted):
1. [glucose] [and] [oxygen] [are] [the] [reactants] [in] [cellular] [respiration] [.]
2. [carbon] [dioxide] [and] [water] [are] [the] [products] [of] [cellular] [respiration] [.]",False,,26.4652681350708
Multiplication,Grade 1,"Question: Unscramble the scrambled words to find a valid multiplication expression.
Answers:
1. 2 x 3 = 6
2. 3 x 2 = 6
Scrambled: [2] [x] [.] [=] [3] [6]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [3] [x] [2] [=] [6]",False,,8.66538381576538
Multiplication,Grade 1,"Question: Unscramble the words to find a valid multiplication expression.
Answers:
1. 3 x 2 = 6
2. 2 x 3 = 6
Scrambled: [3] [x] [9] [=] [2] [6]
Answers (formatted):
1. [3] [x] [2] [=] [6]
2. [2] [x] [3] [=] [6]",True,"Question: Unscramble the words to find a valid multiplication expression.
Scrambled: [3] [x] [9] [=] [2] [6]
Options:
A. 3 x 2 = 6
B. 2 x 3 = 6
C. 3 x 3 = 9
D. 9 x 2 = 18
Answer: C. 3 x 3 = 9",45.63412284851074
Multiplication,Grade 1,"Question: Unscramble the words to form a valid multiplication equation.
Answers:
1. 6 = 2 x 3
2. 3 x 2 = 6
Scrambled: [2] [=] [+] [x] [7] [6] [3]
Answers (formatted):
1. [6] [=] [2] [x] [3]
2. [3] [x] [2] [=] [6]",True,"Question: Unscramble the words to form a valid multiplication equation.
Options:
A. 6 = 2 x 3
B. 3 x 2 = 6
C. Not an option
D. Not an option
Answer: A & B
Updated Scrambled Set: [2] [=] [x] [6] [3]",25.078562259674072
Multiplication,Grade 1,"Question: Unscramble the scrambled words to create a valid multiplication fact.
Answers:
1. 2 x 4 = 8
2. 4 x 2 = 8
Scrambled: [2] [x] [4] [=] [8] [5]
Answers (formatted):
1. [2] [x] [4] [=] [8]
2. [4] [x] [2] [=] [8]",True,"Question: Unscramble the scrambled words to create a valid multiplication fact.
Options:
A. 2 x 4 = 8
B. 4 x 2 = 8
C. 5 x 2 = 10
D. 2 x 5 = 10
Answer: A, B, C, D",36.598745822906494
Multiplication,Grade 1,"Question: Unscramble the scrambled words to find a correct multiplication expression.
Answers:
1. 2 x 2 = 4
2. 4 = 2 x 2
Scrambled: [2] [=] [x] [>] [4]
Answers (formatted):
1. [2] [x] [2] [=] [4]
2. [4] [=] [2] [x] [2]",False,,8.388466119766235
Multiplication,Grade 1,"Question: Unscramble the words and symbols to form a valid multiplication equation.
Answers:
1. 2 x 3 = 6
2. 3 x 2 = 6
Scrambled: [2] [x] [=] [3] [10] [6]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [3] [x] [2] [=] [6]",False,,35.80802607536316
Multiplication,Grade 1,"Question: Unscramble the scrambled words to find a valid expression.
Answers:
1. 2 x 3 = 6
2. 3 x 2 = 6
Scrambled: [2] [3] [x] [=] [5] [6]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [3] [x] [2] [=] [6]",False,,26.132519245147705
Multiplication,Grade 1,"Question: Unscramble the scrambled words to find a valid multiplication expression.
Answers:
1. 2 x 3 = 6
2. 3 x 2 = 6
Scrambled: [x] [=] [3] [2] [9] [6]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [3] [x] [2] [=] [6]",True,"Question: Unscramble the scrambled words to find a valid multiplication expression.
Options:
A. 2 x 3 = 6
B. 3 x 2 = 6
C. Not Valid
D. Not enough information
Answer: A & B
Set:
[x] [=] [3] [2] [6]",23.25190496444702
Multiplication,Grade 1,"Question: Unscramble the scrambled words to find a valid multiplication expression.
Answers:
1. 2 x 3 = 6
2. 6 = 3 x 2
Scrambled: [2] [x] [3] [=] [9] [6]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [6] [=] [3] [x] [2]",False,,20.9925320148468
Multiplication,Grade 1,"Question: Unscramble the scrambled words to form a correct multiplication expression.
Answers:
1. 2 x 3 = 6
2. 3 x 2 = 6
Scrambled: [3] [=] [6] [x] [2] [9]
Answers (formatted):
1. [2] [x] [3] [=] [6]
2. [3] [x] [2] [=] [6]",True,"Question: Unscramble the scrambled words to form a correct multiplication expression.
Options:
A. [2] [x] [3] [=] [6]
B. [3] [x] [2] [=] [6]
C. [3] [x] [3] [=] [9]
D. None of the above
Answer: C",23.042788982391357
